"Accession","Title","Technology","Taxonomy","Data.Rows","Samples.Count","Series.Count","Contact","Release.Date"
"GPL26383","Illumina MiSeq (Cryptosporidium parvum)","high-throughput sequencing","Cryptosporidium parvum",0,9,1,"GEO","Apr 03, 2019"
"GPL26389","Illumina HiSeq 2000 (Pyricularia oryzae)","high-throughput sequencing","Pyricularia oryzae",0,4,1,"GEO","Apr 03, 2019"
"GPL26390","Illumina HiSeq 2000 (Moloney murine leukemia virus)","high-throughput sequencing","Moloney murine leukemia virus",0,9,1,"GEO","Apr 03, 2019"
"GPL26371","Exiqon miRCURY LNA™ microRNA Array [Cat# 208210-A; miRBase v.11.0]","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",2304,29,1,"CHAOQUN HUANG","Apr 02, 2019"
"GPL26376","Illumina HiSeq 3000 (Eonycteris spelaea)","high-throughput sequencing","Eonycteris spelaea",0,6,1,"GEO","Apr 02, 2019"
"GPL26377","Illumina HiSeq 3000 (Human gammaherpesvirus 4)","high-throughput sequencing","Human gammaherpesvirus 4",0,0,0,"GEO","Apr 02, 2019"
"GPL26378","HiSeq X Ten (Brassica napus)","high-throughput sequencing","Brassica napus",0,36,1,"GEO","Apr 02, 2019"
"GPL26379","Illumina NovaSeq 6000 (Schistosoma mansoni)","high-throughput sequencing","Schistosoma mansoni",0,367,1,"GEO","Apr 02, 2019"
"GPL26380","Illumina HiSeq 2500 (Takifugu fasciatus)","high-throughput sequencing","Takifugu fasciatus",0,0,0,"GEO","Apr 02, 2019"
"GPL26381","NNIIEM_Human_ApoArray_4х2k_v3.0","in situ oligonucleotide","Homo sapiens",1856,124,3,"Dmitry Knyazev","Apr 02, 2019"
"GPL17381","Agilent-037091 GGA_Campy_FineMapping","in situ oligonucleotide","Gallus gallus",45220,0,0,"Jason Abernathy","Apr 01, 2019"
"GPL24052","[HG-U219] Affymetrix Human Genome U219 Array [CDF: hgu219hsentrezgaltrabio162802]","in situ oligonucleotide","Homo sapiens",24898,17,1,"Simon de Bernard","Apr 01, 2019"
"GPL24804","Biomark high throughput Human miRNA RT-qPCR assay","RT-PCR","Homo sapiens",50,331,1,"SAUMYA Das","Apr 01, 2019"
"GPL24844","Taqman Low Density Array (TLDA) Human MicroRNA A Card (Catalog# 4398965)","RT-PCR","Homo sapiens",384,9,1,"Wilhelm Bertrams","Apr 01, 2019"
"GPL24881","Applied Biosystems Megaplex TaqMan Rodent MicroRNA Assay (Rodent Pool A)","RT-PCR","Mus musculus",384,18,1,"Francesca Ficara","Apr 01, 2019"
"GPL25569","Agilent-084141 perche60k [Probe Name version]","in situ oligonucleotide","Perca fluviatilis",49042,31,1,"Aurelie LE CAM","Apr 01, 2019"
"GPL26369","Illumina NextSeq 500 (Lasiodiplodia theobromae; Vitis vinifera)","high-throughput sequencing","Lasiodiplodia theobromae;Vitis vinifera",0,0,0,"GEO","Apr 01, 2019"
"GPL26370","Illumina HiSeq 3000 (Cicer arietinum)","high-throughput sequencing","Cicer arietinum",0,0,0,"GEO","Apr 01, 2019"
"GPL26373","Illumina HiSeq 2500 (Escherichia coli; Pseudomonas phage PP7)","high-throughput sequencing","Escherichia coli;Pseudomonas phage PP7",0,32,1,"GEO","Apr 01, 2019"
"GPL26266","RayBio Mouse Cytokine Antibody Array G-Series 2000","antibody","Mus musculus",0,16,1,"Cao Ning","Mar 30, 2019"
"GPL26331","Nanostring nCounter mouse gene expression custom codeset N=45","spotted DNA/cDNA","Mus musculus",46,4,1,"Luca Gattinoni","Mar 29, 2019"
"GPL26365","Illumina HiSeq 2500 (Fragaria vesca)","high-throughput sequencing","Fragaria vesca",0,18,1,"GEO","Mar 29, 2019"
"GPL26367","Illumina HiSeq 2000 (Pongo pygmaeus)","high-throughput sequencing","Pongo pygmaeus",0,3,1,"GEO","Mar 29, 2019"
"GPL26368","Illumina HiSeq 2000 (Gammarus lacustris)","high-throughput sequencing","Gammarus lacustris",0,120,3,"GEO","Mar 29, 2019"
"GPL26354","miRCURY LNA™ Universal RT microRNA PCR, Ready-to-Use Human Panels I+II V4","RT-PCR","Homo sapiens",768,24,1,"Jaroslav Juracek","Mar 28, 2019"
"GPL26359","Illumina HiSeq 2000 (Vitis)","high-throughput sequencing","Vitis",0,0,0,"GEO","Mar 28, 2019"
"GPL26360","Illumina NextSeq 500 (Dictyostelium discoideum)","high-throughput sequencing","Dictyostelium discoideum",0,123,1,"GEO","Mar 28, 2019"
"GPL26361","Illumina HiSeq 2500 (Penicillium digitatum)","high-throughput sequencing","Penicillium digitatum",0,4,1,"GEO","Mar 28, 2019"
"GPL26362","Illumina HiSeq 4000 (Chlamydomonas reinhardtii)","high-throughput sequencing","Chlamydomonas reinhardtii",0,0,0,"GEO","Mar 28, 2019"
"GPL26363","HiSeq X Ten (Homo sapiens; Mus musculus)","high-throughput sequencing","Homo sapiens;Mus musculus",0,10,2,"GEO","Mar 28, 2019"
"GPL26364","Illumina HiSeq 4000 (Sebastes mystinus)","high-throughput sequencing","Sebastes mystinus",0,44,1,"GEO","Mar 28, 2019"
"GPL26351","Illumina NovaSeq 6000 (Sus scrofa)","high-throughput sequencing","Sus scrofa",0,15,1,"GEO","Mar 27, 2019"
"GPL26352","GridION (Arabidopsis thaliana)","high-throughput sequencing","Arabidopsis thaliana",0,3,1,"GEO","Mar 27, 2019"
"GPL26353","Illumina HiSeq 4000 (Pan paniscus)","high-throughput sequencing","Pan paniscus",0,102,2,"GEO","Mar 27, 2019"
"GPL26356","[Clariom_D_Human] Affymetrix Human Clariom D Assay [transcript (gene) version] [CDF: ClariomDHuman_Hs_ENTREZG, v21]","in situ oligonucleotide","Homo sapiens",39337,12,1,"GEO admin","Mar 27, 2019"
"GPL26357","454 GS FLX Titanium (rat gut metagenome)","high-throughput sequencing","rat gut metagenome",0,32,1,"GEO","Mar 27, 2019"
"GPL26358","454 GS FLX Titanium (mouse gut metagenome)","high-throughput sequencing","mouse gut metagenome",0,18,1,"GEO","Mar 27, 2019"
"GPL25703","Agilent-084494 Physcomitrella patens custom microarray (Ppatens-organella3)","in situ oligonucleotide","Physcomitrella patens",15744,4,1,"Chieko Sugita","Mar 26, 2019"
"GPL26345","Agilent-070695 P. salmonis Univ Chile","in situ oligonucleotide","Piscirickettsia salmonis",15744,3,1,"Rodrigo Pulgar","Mar 26, 2019"
"GPL26348","Illumina NextSeq 500 (Coffea canephora)","high-throughput sequencing","Coffea canephora",0,12,1,"GEO","Mar 26, 2019"
"GPL26349","Illumina HiSeq 2500 (Porphyromonas gingivalis 381)","high-throughput sequencing","Porphyromonas gingivalis 381",0,3,1,"GEO","Mar 26, 2019"
"GPL26337","Ion Torrent Proton (Thioalkalivibrio thiocyanoxidans ARh2)","high-throughput sequencing","Thioalkalivibrio thiocyanoxidans ARh2",0,6,1,"GEO","Mar 25, 2019"
"GPL26339","Ion Torrent Proton (Thioalkalivibrio jannaschii)","high-throughput sequencing","Thioalkalivibrio jannaschii",0,9,1,"GEO","Mar 25, 2019"
"GPL26340","Illumina HiSeq 4000 (Juglans cathayensis)","high-throughput sequencing","Juglans cathayensis",0,0,0,"GEO","Mar 25, 2019"
"GPL26341","NanoString nCounter Human miRGE Expression Assay Custom CodeSet [lungmap]","other","Mus musculus",626,23,3,"Ravi Mathur","Mar 25, 2019"
"GPL26342","Illumina HiSeq 2500 (Pseudomonas aeruginosa; Pseudomonas phage phiYY)","high-throughput sequencing","Pseudomonas aeruginosa;Pseudomonas phage phiYY",0,0,0,"GEO","Mar 25, 2019"
"GPL26343","Illumina NextSeq 500 (Escherichia coli BW25113)","high-throughput sequencing","Escherichia coli BW25113",0,2,1,"GEO","Mar 25, 2019"
"GPL26344","HiSeq X Ten (Curvularia lunata)","high-throughput sequencing","Curvularia lunata",0,2,1,"GEO","Mar 25, 2019"
"GPL21629","MYcroarray Streptococcus pneumoniae D39 6X7K oligo array","spotted oligonucleotide","Streptococcus pneumoniae D39",1883,6,1,"Sang-Sang Park","Mar 23, 2019"
"GPL26132","Illumina HiSeq 2000 (Homo sapiens; Human alphaherpesvirus 3)","high-throughput sequencing","Homo sapiens;Human alphaherpesvirus 3",0,24,1,"GEO","Mar 22, 2019"
"GPL26335","Exiqon miRCURY LNA Universal RT microRNA PCR Human Panel I+II","RT-PCR","Homo sapiens",659,15,1,"Judit Bassols","Mar 22, 2019"
"GPL26336","Illumina HiSeq 4000 (Equus asinus)","high-throughput sequencing","Equus asinus",0,0,0,"GEO","Mar 22, 2019"
"GPL26330","Illumina HiSeq 4000 (Hyriopsis cumingii)","high-throughput sequencing","Hyriopsis cumingii",0,0,0,"GEO","Mar 21, 2019"
"GPL26332","Illumina HiSeq 3000 (Solanum pennellii)","high-throughput sequencing","Solanum pennellii",0,43,1,"GEO","Mar 21, 2019"
"GPL26333","Illumina NextSeq 500 (Solanum pennellii)","high-throughput sequencing","Solanum pennellii",0,10,1,"GEO","Mar 21, 2019"
"GPL26326","Illumina HiSeq 2500 (Carica papaya)","high-throughput sequencing","Carica papaya",0,8,2,"GEO","Mar 20, 2019"
"GPL26327","Illumina NextSeq 500 (Trichoderma reesei QM6a)","high-throughput sequencing","Trichoderma reesei QM6a",0,0,0,"GEO","Mar 20, 2019"
"GPL26328","MinION (Murine respirovirus)","high-throughput sequencing","Murine respirovirus",0,7,1,"GEO","Mar 20, 2019"
"GPL26329","MinION (Mumps rubulavirus)","high-throughput sequencing","Mumps rubulavirus",0,7,1,"GEO","Mar 20, 2019"
"GPL25621","mouse exonic evidence-based oligonucleotide (MEEBO) microarray [34288 probes]","spotted oligonucleotide","Mus musculus",34288,24,4,"Dmitry Ivanov","Mar 19, 2019"
"GPL26325","Illumina HiSeq 4000 (Dirofilaria repens)","high-throughput sequencing","Dirofilaria repens",0,6,1,"GEO","Mar 19, 2019"
"GPL26317","Illumina NextSeq 500 (Asparagus officinalis)","high-throughput sequencing","Asparagus officinalis",0,13,1,"GEO","Mar 18, 2019"
"GPL26318","Illumina NextSeq 500 (Phaseolus vulgaris)","high-throughput sequencing","Phaseolus vulgaris",0,13,1,"GEO","Mar 18, 2019"
"GPL26319","Illumina NextSeq 500 (Spirodela polyrhiza)","high-throughput sequencing","Spirodela polyrhiza",0,13,1,"GEO","Mar 18, 2019"
"GPL26320","Illumina NextSeq 500 (Hordeum vulgare)","high-throughput sequencing","Hordeum vulgare",0,16,2,"GEO","Mar 18, 2019"
"GPL26321","Illumina NextSeq 500 (Setaria viridis)","high-throughput sequencing","Setaria viridis",0,13,1,"GEO","Mar 18, 2019"
"GPL26322","Illumina NextSeq 500 (Populus trichocarpa)","high-throughput sequencing","Populus trichocarpa",0,13,1,"GEO","Mar 18, 2019"
"GPL26324","Illumina HiSeq 2000 (Glycyrrhiza uralensis)","high-throughput sequencing","Glycyrrhiza uralensis",0,6,1,"GEO","Mar 18, 2019"
"GPL26309","Illumina Equine SNP70 Bead Array (Neogen GGP Equine70k)","oligonucleotide beads","Equus caballus",0,312,4,"Hongying Ma","Mar 16, 2019"
"GPL26312","Illumina HiSeq 1500 (Solanum lycopersicum x Solanum pennellii)","high-throughput sequencing","Solanum lycopersicum x Solanum pennellii",0,6,1,"GEO","Mar 16, 2019"
"GPL26313","Illumina HiSeq 1500 (Solanum lycopersicum)","high-throughput sequencing","Solanum lycopersicum",0,1,1,"GEO","Mar 16, 2019"
"GPL26314","Illumina MiSeq (Mycolicibacterium smegmatis)","high-throughput sequencing","Mycolicibacterium smegmatis",0,6,1,"GEO","Mar 16, 2019"
"GPL26307","Illumina HiSeq 2000 (Apis mellifera; Nosema ceranae)","high-throughput sequencing","Apis mellifera;Nosema ceranae",0,6,1,"GEO","Mar 15, 2019"
"GPL26308","Illumina Genome Analyzer (Streptococcus pneumoniae)","high-throughput sequencing","Streptococcus pneumoniae",0,0,0,"GEO","Mar 15, 2019"
"GPL26310","Illumina HiSeq 2500 (Metschnikowia pulcherrima)","high-throughput sequencing","Metschnikowia pulcherrima",0,5,1,"GEO","Mar 15, 2019"
"GPL26311","Illumina Genome Analyzer IIx (Schistocerca gregaria)","high-throughput sequencing","Schistocerca gregaria",0,2,1,"GEO","Mar 15, 2019"
"GPL26302","NextSeq 550 (Saccharomyces cerevisiae)","high-throughput sequencing","Saccharomyces cerevisiae",0,76,5,"GEO","Mar 14, 2019"
"GPL26303","Illumina HiSeq 2000 (Homo sapiens; Human alphaherpesvirus 1 strain 17)","high-throughput sequencing","Homo sapiens;Human alphaherpesvirus 1 strain 17",0,0,0,"GEO","Mar 14, 2019"
"GPL26306","Illumina NextSeq 500 (Homo sapiens; Human alphaherpesvirus 1 strain 17)","high-throughput sequencing","Homo sapiens;Human alphaherpesvirus 1 strain 17",0,0,0,"GEO","Mar 14, 2019"
"GPL26118","Agilent-070006 Bacillus subtilis arrau (Bsubt168.sept2014)","in situ oligonucleotide","Bacillus subtilis",15744,16,1,"Anne de Jong","Mar 13, 2019"
"GPL26293","Illumina HiSeq 2000 (Streptomyces clavuligerus ATCC 27064)","high-throughput sequencing","Streptomyces clavuligerus",0,20,1,"GEO","Mar 13, 2019"
"GPL26294","Illumina HiSeq 4000 (Pyricularia oryzae)","high-throughput sequencing","Pyricularia oryzae",0,60,1,"GEO","Mar 13, 2019"
"GPL26296","Illumina MiniSeq (Saccharomyces cerevisiae; Schizosaccharomyces pombe)","high-throughput sequencing","Saccharomyces cerevisiae;Schizosaccharomyces pombe",0,34,5,"GEO","Mar 13, 2019"
"GPL26298","Illumina HiSeq 2500 (Escherichia coli K-12; Pseudomonas putida KT2440)","high-throughput sequencing","Escherichia coli K-12;Pseudomonas putida KT2440",0,9,1,"GEO","Mar 13, 2019"
"GPL26301","Illumina HiSeq 4000 (Chenopodium quinoa)","high-throughput sequencing","Chenopodium quinoa",0,36,2,"GEO","Mar 13, 2019"
"GPL25788","Exiqon miRCURY LNA Human Serum/Plasma Focus miRNA PCR Panel (V4)","RT-PCR","Homo sapiens",112,12,1,"Raul Teruel-Montoya","Mar 12, 2019"
"GPL26288","Illumina HiSeq 3000 (Prunus persica)","high-throughput sequencing","Prunus persica",0,16,1,"GEO","Mar 12, 2019"
"GPL26291","Illumina HiSeq 2500 (Entamoeba histolytica HM-1:IMSS; Homo sapiens)","high-throughput sequencing","Entamoeba histolytica HM-1:IMSS;Homo sapiens",0,0,0,"GEO","Mar 12, 2019"
"GPL26278","Nimblegen 150402_UniProt_16mer_v2_PEP_PX1","spotted peptide or protein","Homo sapiens",0,174,1,"Yuanqing Yan","Mar 11, 2019"
"GPL26279","Illumina HiSeq 2500 (Erwinia amylovora)","high-throughput sequencing","Erwinia amylovora",0,15,2,"GEO","Mar 11, 2019"
"GPL26280","Illumina HiSeq 3000 (Macaca fascicularis; Plasmodium knowlesi)","high-throughput sequencing","Macaca fascicularis;Plasmodium knowlesi",0,109,2,"GEO","Mar 11, 2019"
"GPL26281","Illumina NovaSeq 6000 (Phascolarctos cinereus)","high-throughput sequencing","Phascolarctos cinereus",0,5,1,"GEO","Mar 11, 2019"
"GPL26282","Illumina HiSeq 4000 (Phascolarctos cinereus)","high-throughput sequencing","Phascolarctos cinereus",0,5,1,"GEO","Mar 11, 2019"
"GPL26283","Illumina HiSeq 2500 (Trematomus bernacchii)","high-throughput sequencing","Trematomus bernacchii",0,24,1,"GEO","Mar 11, 2019"
"GPL26285","BGISEQ-500 (Sus scrofa)","high-throughput sequencing","Sus scrofa",0,12,1,"GEO","Mar 11, 2019"
"GPL26286","Illumina NextSeq 500 (Anolis sagrei)","high-throughput sequencing","Anolis sagrei",0,10,1,"GEO","Mar 11, 2019"
"GPL26269","Illumina NextSeq 500 (Pinus densiflora; Tricholoma matsutake)","high-throughput sequencing","Pinus densiflora;Tricholoma matsutake",0,3,1,"GEO","Mar 08, 2019"
"GPL26270","Illumina NextSeq 500 (Tricholoma matsutake)","high-throughput sequencing","Tricholoma matsutake",0,6,1,"GEO","Mar 08, 2019"
"GPL26271","Illumina NextSeq 500 (Pinus densiflora)","high-throughput sequencing","Pinus densiflora",0,3,1,"GEO","Mar 08, 2019"
"GPL26273","Illumina HiSeq 3000 (Staphylococcus aureus)","high-throughput sequencing","Staphylococcus aureus",0,0,0,"GEO","Mar 08, 2019"
"GPL26274","Illumina NextSeq 500 (Sulfolobus acidocaldarius)","high-throughput sequencing","Sulfolobus acidocaldarius",0,54,4,"GEO","Mar 08, 2019"
"GPL26275","Illumina NextSeq 500 (Sulfolobus islandicus)","high-throughput sequencing","Sulfolobus islandicus",0,46,1,"GEO","Mar 08, 2019"
"GPL26276","Illumina Genome Analyzer IIx (Sulfolobus islandicus)","high-throughput sequencing","Sulfolobus islandicus",0,4,1,"GEO","Mar 08, 2019"
"GPL26277","Illumina Genome Analyzer IIx (Sulfolobus acidocaldarius)","high-throughput sequencing","Sulfolobus acidocaldarius",0,2,1,"GEO","Mar 08, 2019"
"GPL26258","NimbleGen GeoChip v.4.2","in situ oligonucleotide","Fungi",4499,12,1,"Jingmin Cheng","Mar 07, 2019"
"GPL26265","Illumina HiSeq 2500 (Bacillus cereus)","high-throughput sequencing","Bacillus cereus",0,6,1,"GEO","Mar 07, 2019"
"GPL26267","Illumina HiSeq 4000 (Cryptococcus neoformans var. grubii)","high-throughput sequencing","Cryptococcus neoformans var. grubii",0,58,1,"GEO","Mar 07, 2019"
"GPL26268","Illumina HiSeq 2000 (Pistacia chinensis)","high-throughput sequencing","Pistacia chinensis",0,8,1,"GEO","Mar 07, 2019"
"GPL25450","2005-09-01_B_thetaiotamicron_24mer","in situ oligonucleotide","Bacteroides thetaiotaomicron VPI-5482",9632,10,2,"Imke Mulder","Mar 06, 2019"
"GPL26259","Illumina HiSeq 2000 (Annulohypoxylon stygium)","high-throughput sequencing","Annulohypoxylon stygium",0,2,1,"GEO","Mar 06, 2019"
"GPL26260","Illumina HiSeq 2000 (Annulohypoxylon stygium; Tremella fuciformis)","high-throughput sequencing","Annulohypoxylon stygium;Tremella fuciformis",0,1,1,"GEO","Mar 06, 2019"
"GPL26262","Illumina HiSeq 2500 (Lactobacillus reuteri)","high-throughput sequencing","Lactobacillus reuteri",0,24,1,"GEO","Mar 06, 2019"
"GPL26231","IIMCB/LN zebrafish Calcium Toolkit PCR Array","RT-PCR","Danio rerio",92,6,1,"Iga Wasilewska","Mar 05, 2019"
"GPL26255","HiSeq X Ten (Mycolicibacterium smegmatis)","high-throughput sequencing","Mycolicibacterium smegmatis",0,16,1,"GEO","Mar 05, 2019"
"GPL23782","Custom NanoString nCounter panel for the NanoCRCAssigner assay","other","Homo sapiens",50,125,3,"Anguraj Sadanandam","Mar 04, 2019"
"GPL26245","NanoString custom immune gene set","other","Mus musculus",770,10,1,"Kevin M Brown","Mar 04, 2019"
"GPL26248","Illumina NovaSeq 6000 (Homo sapiens; Macaca mulatta; Pan paniscus; Pan troglodytes)","high-throughput sequencing","Homo sapiens;Macaca mulatta;Pan paniscus;Pan troglodytes",0,17,1,"GEO","Mar 04, 2019"
"GPL26251","Illumina HiSeq 4000 (Enterobacter cloacae subsp. cloacae ATCC 13047)","high-throughput sequencing","Enterobacter cloacae subsp. cloacae ATCC 13047",0,3,1,"GEO","Mar 04, 2019"
"GPL26254","Illumina HiSeq 4000 (Oreochromis niloticus)","high-throughput sequencing","Oreochromis niloticus",0,21,2,"GEO","Mar 04, 2019"
"GPL21555","Exiqon miRCURY LNA microRNA array, 7th generation [miRBase v18, condensed Probe_ID version]","spotted oligonucleotide","Homo sapiens",2130,0,0,"Xin Huang","Mar 03, 2019"
"GPL26246","MinION (Arabidopsis thaliana)","high-throughput sequencing","Arabidopsis thaliana",0,12,1,"GEO","Mar 03, 2019"
"GPL25764","Agilent-067797 Svacuolatus_Array_Probes2 [Feature number version]","in situ oligonucleotide","Scenedesmus vacuolatus",62976,30,1,"Stefan Scholz","Mar 01, 2019"
"GPL26232","Agilent-040796 X-HR-v2","in situ oligonucleotide","Homo sapiens",180880,369,1,"Svetlana A Yatsenko","Mar 01, 2019"
"GPL26240","Illumina HiSeq 4000 (Hermetia illucens)","high-throughput sequencing","Hermetia illucens",0,0,0,"GEO","Mar 01, 2019"
"GPL26241","Illumina MiSeq (Methanothermus fervidus)","high-throughput sequencing","Methanothermus fervidus",0,6,2,"GEO","Mar 01, 2019"
"GPL26243","Illumina HiSeq 2500 (Thermoplasma acidophilum)","high-throughput sequencing","Thermoplasma acidophilum",0,43,4,"GEO","Mar 01, 2019"
"GPL26244","Illumina MiSeq (Bos taurus; Mus musculus)","high-throughput sequencing","Bos taurus;Mus musculus",0,3,1,"GEO","Mar 01, 2019"
"GPL25422","Agilent-051449 ARS Cattle 970K CGH","in situ oligonucleotide","Bubalus bubalis",974016,14,1,"George E. Liu","Feb 28, 2019"
"GPL25520","GenoExplorerTM microRNA array ver.2007","spotted oligonucleotide","Homo sapiens",645,5,1,"Shiv Shankar Verma","Feb 28, 2019"
"GPL26224","LC_MRA-2001_Mouse miRNA Array [miRMouse_17_SXH_110728]","in situ oligonucleotide","Mus musculus",1245,6,1,"Rongrong Cui","Feb 28, 2019"
"GPL26234","BGISEQ-500 (Brassica oleracea)","high-throughput sequencing","Brassica oleracea",0,24,1,"GEO","Feb 28, 2019"
"GPL26236","Illumina NextSeq 500 (Homo sapiens; Human alphaherpesvirus 1)","high-throughput sequencing","Homo sapiens;Human alphaherpesvirus 1",0,0,0,"GEO","Feb 28, 2019"
"GPL26237","Illumina NextSeq 500 (Human alphaherpesvirus 1; Mus musculus)","high-throughput sequencing","Human alphaherpesvirus 1;Mus musculus",0,0,0,"GEO","Feb 28, 2019"
"GPL26239","Illumina HiSeq 4000 (Rhodotorula toruloides)","high-throughput sequencing","Rhodotorula toruloides",0,19,2,"GEO","Feb 28, 2019"
"GPL24480","[MedTA-1_0] Affymetrix GeneChip Medicago Transcriptome Assay","in situ oligonucleotide","Medicago truncatula",67846,12,1,"Helge Küster","Feb 27, 2019"
"GPL25329","[miRNA-3] Affymetrix Multispecies miRNA-4 Array [Brain Array V21]","in situ oligonucleotide","synthetic construct",3204,30,2,"Luca Agnelli","Feb 27, 2019"
"GPL25505","Agilent Custom Whole Genome Schizosaccharomyces pombe 8x15K (AMADID: 067936) (Genotypic Technology Private Ltd)","in situ oligonucleotide","Schizosaccharomyces pombe",6892,4,1,"Genotypic technology","Feb 27, 2019"
"GPL26193","Agilent-084537 Buna Custom array 8x60K (Probe name version)","in situ oligonucleotide","Fagus crenata",61713,32,1,"Akiko Satake","Feb 27, 2019"
